Respondent ID,How easy is it to balance your work life and personal life where you work?,"Paid Family Leave  (e.g. Parental Leave, Bereavement Leave)",Flex Time/Alternative Schedule,Job Share,"Child Care (e.g. referrals, reimbursement, lactation room, and/or services)","Elder Care (e.g. referrals, reimbursement, and/or services)",Adoption/Infertility Support (financial),"Recognition of Religious Diversity (e.g. extended holidays, dedicated prayer room)","Wellness (e.g. fitness, nutrition, stress management, mindfulness services)",Temporary or Permanent Switch to Part Time,"Emergency Leave/Life Events Time Off (e.g. military service, bereavement)",Telecommute/Remote Workplace,Not Sure,None/Not Applicable,"Paid Family Leave  (e.g. Parental Leave, Bereavement Leave)",Flex Time/Alternative Schedule,Job Share,"Child Care (e.g. referrals, reimbursement, lactation room, and/or services)","Elder Care (e.g. referrals, reimbursement, and/or services)",Adoption/Infertility Support (financial),"Recognition of Religious Diversity (e.g. extended holidays, dedicated prayer room)","Wellness (e.g. fitness, nutrition, stress management, mindfulness services)",Temporary or Permanent Switch to Part Time,"Emergency Leave/Life Events Time Off (e.g. military service, bereavement)",Telecommute/Remote Workplace,Not Sure,None/Not Applicable,Does your organization have stated values about work/life balance?,How well does your experience with your employer align with these values?,Does your organization state its values about diversity? ,How well does your experience with your employer align with these values?,"In your personal experience, how supportive do you find the culture in your organization?",Do you have any additional comments about work/life balance?,Have you ever taken voluntary or involuntary extended leave (more than regular vacation or paid time off) from your career?,Please note the length of your latest or most significant leave,Please indicate the reason(s) for your leave:,Other (please specify),How much of an impact did your time off have on your career progression?,Please characterize the effect:,Do you have any additional comments about career breaks?,Recognition from Colleagues/Peers,Recognition from Leadership,Promotions,Compensation,Access to Manager(s),Project/Committee/Team Assignments,Opportunities for Public Speaking/Writing,Leadership Opportunities,Do you have any additional comments about career satisfaction?,Does your company offer in-house training and development and/or pay for participation in external programs?,Have you ever participated in in-house or external programs for professional training and development,Skills Training,Personal Development,Management/Leadership Development,Certification Program,Degree Program,Diversity & Inclusion and/or Implicit Bias Training,Other (please specify),To what degree did participation advance or benefit your career?,Do you have any additional comments about professional development?,"Do you currently, or have you ever had a mentor, advocate, sponsor, career coach, or other advisor who helped you to navigate your career?",Was your mentor a . . ? (Answer about one if you've had multiple mentors),Was the relationship part of a formal mentoring program?,Did their support measurably impact your professional growth?,"Have you ever served in the workplace as a mentor, advocate, sponsor, coach, or other advisor? 	","Was your mentee a  . . ? ""(Answer about one if you've had multiple mentees)",Was the relationship part of a formal mentoring program?,Did your support measurably impact the career of the person you advised?,Do you have any additional comments about mentoring?,How often do you take action to interact with your network,Attending Conferences,Socializing With Peers Within Your Company,Socializing With Peers Outside Of Your Company,Using Social Media (e.g. LinkedIn),Other (please specify),Have you advanced your career or experienced other benefits as a result of networking?  ,Do you have any additional comments about networking?,I find the opportunities I want and make them happen,"I let my manager know what I want/expect, with the expectation that will generate opportunities",I am likely to pursue opportunities that become available,I don't pursue opportunities unless I fulfill all/most of the requirements on a job description,I am satisfied with my current position,I wait for someone to approach me with a new opportunity,I only look outside the organization for new opportunities,Do you have a plan for your career progression path for the next one to five years?,I let my manager know what I want/expect - you don't get what you don't ask for!,I count on being recognized for my accomplishments and advocate for myself when appropriate,I avoid discussions about salary/incentives,"I lead the discussion, whether or not I am facilitating the meeting",I contribute to discussions without hesitation,"I try to participate, though often I find it hard to break in to the discussion and/or wonder if anyone hears what I say","I volunteer to take notes, write on the white board, etc","I am an active listener, but generally keep my thoughts to myself",I keep a low profile at meetings,I am being paid fairly for the work that I do,I have fair opportunities to be promoted,I believe that people of all genders have the same opportunities to be promoted in the industry,I believe that people of all ethnicities have the same opportunities to be promoted in the industry,I believe that people of all ages  have the same opportunities to be promoted in the industry,I believe that people of all religious beliefs have the same opportunities to be promoted in the industry,I believe that people of all sexual orientations  have the same opportunities to be promoted in the industry,Do you have any additional comments about attitudes and behaviors?,Demographics,No only,Sensory Impairment,Mobility Impairment,Learning Disability,Mental Health Disorder,Prefer Not To Answer,Other (please specify),Gender Identity,Sexual Identity,Age Group,Residence Region,Birth Region,Ethnic Group,First Language,Religion,Highest level of education,Primary Caregiver?,Demographics comments,Organization type,Size of Organization,Areas of Job,Length with current employer,Length in industry,Kind of employment,Compensation,Additional job comments
103006,Somewhat easy,,,,,,,,,,,1,,,,,,,,,,,,,1,,,No,,Yes,Some Alignment,Somewhat Supportive,,Yes,1 - 3 months,Parental,,Some,Neutral,,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,,No,,,,,,,,,,,No,,,,No,,,,,Occasionally,1,1,,,,No,,Disagree,Agree,Agree,Agree,Agree,Disagree,Neither Agree nor Disagree,Not Sure,Agree,Agree,Disagree,Rarely,Sometimes,Sometimes,Often,Sometimes,Sometimes,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,,,,Prefer Not to Answer,Prefer Not to Answer,Prefer Not to Answer,"Northern America (includes U.S., Canada, Greenland, Bermuda)",,,,,Master's Level Degree,Share Equal Responsibility,,"Publisher (Commercial, Society, and University)","2,001- 10,000",Editorial/Peer Review,6 – 10 years,11 – 20 years,Full-Time Permanent Staff,,
104821,Somewhat easy,1,1,,,,,,1,,1,1,,,,,,,,,,,,1,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104935,Somewhat easy,1,1,,,,,1,1,,1,,,,,,,,,,,,,1,,,,Not Sure,,Yes,Moderate Alignment,Very Supportive,,Yes,1 - 3 months,Other (please specify),,Minimal,,,Somewhat Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,,Yes,Yes,,,1,,,1,,Some,,Yes,Man,No,Yes,Yes,Female,No,Yes,,Frequently,1,1,1,,,Yes,,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,Neither Agree nor Disagree,Agree,Disagree,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,Agree,Agree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,,,,Female,Heterosexual,51-65,"Northern America (includes U.S., Canada, Greenland, Bermuda)",,,,,Master's Level Degree,Yes,,"Publisher (Commercial, Society, and University)","501 -2,000",Executive Management,> 21 years,> 21 years,Full-Time Permanent Staff,,
105194,Somewhat easy,1,1,,,,,1,,,1,1,1,,,1,,,,,,,,,1,,,Yes,Moderate Alignment,Yes,Strong Alignment,Moderately Supportive,,No,,,,,,,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,Very Satisfied,,Yes,Yes,1,,1,,,1,,Substantial,,Yes,Man,Yes,Yes,Not Sure,,,,,Sometimes,1,1,1,1,,Yes,,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Strongly Agree,Disagree,Disagree,Not Applicable,Agree,Agree,Disagree,Often,Always,Rarely,Sometimes,Rarely,Rarely,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Disagree,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,,,,Female,Heterosexual,51-65,"Northern America (includes U.S., Canada, Greenland, Bermuda)",,,,,Bachelor's Level Degree,No,,"Publisher (Commercial, Society, and University)","501 -2,000",Sales,1-5 years,> 21 years,Full-Time Permanent Staff,,
105767,Somewhat easy,1,,,1,,1,,1,,1,1,,,,,,,,,,,,,1,,,No,,Yes,Moderate Alignment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105797,Somewhat easy,1,1,,,,,,,,1,1,,,1,1,,,,,,,,,,,,No,,No,,Moderately Supportive,,Yes,1 - 3 months,Parental,,Minimal,,,Somewhat Satisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Somewhat Satisfied,N/A,Very Satisfied,,Yes,Yes,1,1,1,1,,,,Substantial,,Yes,Woman,Yes,No,No,,,,,Frequently,1,1,1,,,Yes,,Agree,Agree,Agree,Agree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Yes,Disagree,Agree,Neither Agree nor Disagree,Sometimes,Often,Sometimes,Sometimes,Sometimes,Sometimes,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,,,,,Female,Heterosexual,36-50,"Northern America (includes U.S., Canada, Greenland, Bermuda)",,,,,Bachelor's Level Degree,Share Equal Responsibility,,"Publisher (Commercial, Society, and University)",11-100,Executive Management,> 21 years,> 21 years,Full-Time Permanent Staff,,
105971,Very easy,,1,,,,,,,,1,1,,,,1,,,,,,,,,1,,,No,,No,,Slightly Supportive,,Yes,> 1 year,Parental,,Substantial,Mixed,,Somewhat Dissatisfied,Very Dissatisfied,Very Dissatisfied,Somewhat Dissatisfied,Very Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Very Dissatisfied,,No,,,,,,,,,,,No,,,,No,,,,,Frequently,1,1,1,1,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106277,Very easy,,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,No,,No,,Not Sure,,Yes,<1 month,Other (please specify),,Minimal,,,Very Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Very Satisfied,Very Satisfied,N/A,N/A,Somewhat Dissatisfied,,Yes,Yes,,1,,1,,,,None,,No,,,,No,,,,,Not Sure,,,,,,,,Agree,Agree,Agree,,Agree,Disagree,Neither Agree nor Disagree,Not Sure,Strongly Agree,Strongly Agree,Strongly Disagree,Rarely,Rarely,Always,Never,Always,Always,Agree,Disagree,Strongly Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,,,,,,,,,,Female,Heterosexual,20-35,"Northern America (includes U.S., Canada, Greenland, Bermuda)",,,,,Bachelor's Level Degree,No,,"Publisher (Commercial, Society, and University)",11-100,Legal/Copyright/Permissions,1-5 years,11 – 20 years,Full-Time Permanent Staff,,
106519,Very easy,1,1,,,,,,1,1,1,,,,1,1,,,,,,,,,,,,Not Sure,,Yes,Moderate Alignment,Very Supportive,,No,,,,,,,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,,Yes,Yes,1,,1,,,,,Some,,No,,,,Yes,Female,Yes,Not Sure,,Frequently,1,,,1,,Yes,,Neither Agree nor Disagree,Neither Agree nor Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,Disagree,Agree,Disagree,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Agree,Neither Agree nor Disagree,Agree,Disagree,Disagree,Neither Agree nor Disagree,Agree,,,,,,,,,,Male,Heterosexual,51-65,Western Europe,,,,,Bachelor's Level Degree,No,,"Publisher (Commercial, Society, and University)","2,001- 10,000",Editorial/Peer Review,11 – 20 years,> 21 years,Full-Time Permanent Staff,,
106962,Very easy,1,1,,,,,,1,,1,1,,,,1,,,,,,1,,,,,,Not Sure,,Yes,Strong Alignment,Very Supportive,,No,,,,,,,Very Satisfied,Somewhat Satisfied,Neither Dissatisfied nor Satisfied,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,N/A,Neither Dissatisfied nor Satisfied,,Yes,Yes,1,,1,,,,,Minimal,,Not Sure,,,,Not Sure,,,,,Rarely,1,,,,,No,,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Agree,Agree,Disagree,Agree,No,Disagree,Agree,Disagree,Rarely,Sometimes,Sometimes,Never,Often,Often,Strongly Agree,Disagree,Neither Agree nor Disagree,Disagree,Neither Agree nor Disagree,Agree,Agree,,,,,,,,,,Prefer Not to Answer,Prefer Not to Answer,Prefer Not to Answer,"Northern America (includes U.S., Canada, Greenland, Bermuda)",,,,,Bachelor's Level Degree,No,,"Publisher (Commercial, Society, and University)",101-500,Production,1-5 years,> 21 years,Full-Time Permanent Staff,,
106968,Not so easy,1,1,,,,,,1,,1,1,,,,1,,,,,,1,,1,1,,,Not Sure,,Not Sure,,Somewhat Supportive,,Yes,<1 month,Other (please specify),,Not Sure,,,Very Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,Somewhat Satisfied,Somewhat Dissatisfied,Very Satisfied,Very Satisfied,,Yes,Yes,1,1,1,,,1,,Substantial,,Yes,Other,No,Yes,Yes,Other,No,Yes,,Frequently,1,1,1,1,,Yes,,Agree,Neither Agree nor Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,Agree,Strongly Agree,Neither Agree nor Disagree,Often,Often,Sometimes,Often,Rarely,Never,Disagree,Neither Agree nor Disagree,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,,,,,,1,,,,Female,Heterosexual,36-50,Western Europe,,,,,Bachelor's Level Degree,No,,"Publisher (Commercial, Society, and University)","501 -2,000",Production,6 – 10 years,6 – 10 years,Full-Time Permanent Staff,,
110200,Very easy,1,1,,,,,,,,,1,,,,1,,,,,,,,,1,,,No,,No,,Somewhat Supportive,,No,,,,,,,Neither Dissatisfied nor Satisfied,Somewhat Dissatisfied,Somewhat Dissatisfied,Very Dissatisfied,Neither Dissatisfied nor Satisfied,Somewhat Satisfied,Somewhat Satisfied,Somewhat Dissatisfied,,Yes,Yes,1,,1,,,1,,Some,,No,,,,No,,,,,Sometimes,,1,1,,,No,,Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Agree,Disagree,Strongly Disagree,Disagree,No,Agree,Agree,Strongly Disagree,Sometimes,Often,Rarely,Sometimes,Rarely,Rarely,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,,,,,,,,,,Female,Heterosexual,20-35,"Northern America (includes U.S., Canada, Greenland, Bermuda)",,,,,Bachelor's Level Degree,No,,"Publisher (Commercial, Society, and University)",101-500,Acquisitions,1-5 years,6 – 10 years,Full-Time Permanent Staff,,
